ID,class,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color
532,e,e,c,s,s,w,w,p,w,o,p,k
533,p,e,e,s,s,w,w,p,w,o,p,k
534,e,e,r,s,y,w,w,p,w,o,p,k
535,p,e,e,s,s,w,w,p,w,o,p,k
536,e,t,e,f,s,w,w,p,w,o,e,k
537,e,e,c,s,s,w,w,p,w,o,p,k
538,e,e,e,s,s,w,w,p,w,o,p,k
539,e,e,c,s,s,w,w,p,w,o,p,n
540,e,t,b,s,s,w,w,p,w,o,p,u
541,e,e,c,s,s,w,w,p,w,o,p,k
542,e,t,e,s,f,w,w,p,w,o,e,k
543,p,e,e,s,s,w,w,p,w,o,p,n
544,e,e,r,s,y,w,w,p,w,o,p,k
545,e,t,e,s,s,w,w,p,w,o,e,k
546,e,e,c,s,s,w,w,p,w,o,p,k
547,e,e,c,s,s,w,w,p,w,o,p,n
548,e,e,e,s,s,w,w,p,w,o,p,n
549,e,t,b,s,s,w,w,p,w,o,p,u
550,e,e,c,s,s,w,w,p,w,o,p,n
551,e,e,e,s,s,w,w,p,w,o,p,n
552,e,t,e,f,s,w,w,p,w,o,e,n
553,e,e,r,s,y,w,w,p,w,o,p,k
554,e,t,b,s,s,w,w,p,w,o,p,n
555,e,e,c,s,s,w,w,p,w,o,p,k
556,e,e,r,s,y,w,w,p,w,o,p,k
557,p,e,e,s,s,w,w,p,w,o,p,k
558,e,t,b,s,s,w,w,p,w,o,p,u
559,e,e,c,s,s,w,w,p,w,o,p,k
560,e,e,c,s,s,w,w,p,w,o,p,n
561,e,e,c,s,s,w,w,p,w,o,p,n
562,e,t,b,s,s,w,w,p,w,o,p,u
563,e,t,b,s,s,w,w,p,w,o,p,u
564,e,t,e,f,s,w,w,p,w,o,e,k
565,e,e,c,s,s,w,w,p,w,o,p,n
566,p,e,e,s,s,w,w,p,w,o,p,k
567,e,e,c,s,s,w,w,p,w,o,p,n
568,e,t,e,s,f,w,w,p,w,o,e,k
569,p,e,e,s,s,w,w,p,w,o,p,n
570,e,e,c,s,s,w,w,p,w,o,p,k
571,e,e,c,s,s,w,w,p,w,o,p,k
572,e,t,b,s,s,w,w,p,w,o,p,n
573,e,e,c,s,s,w,w,p,w,o,p,k
574,e,e,c,s,s,w,w,p,w,o,p,k
575,e,e,r,s,y,w,w,p,w,o,p,n
576,e,e,c,s,s,w,w,p,w,o,p,n
577,e,e,e,s,s,w,w,p,w,o,p,n
578,e,e,c,s,s,w,w,p,w,o,p,n
579,e,e,r,s,y,w,w,p,w,o,p,n
580,p,e,e,s,s,w,w,p,w,o,p,n
581,e,e,c,s,s,w,w,p,w,o,p,n
582,e,e,c,s,s,w,w,p,w,o,p,n
583,e,e,c,s,s,w,w,p,w,o,p,k
584,e,e,r,s,y,w,w,p,w,o,p,n
585,e,e,r,s,y,w,w,p,w,o,p,k
586,e,e,c,s,s,w,w,p,w,o,p,n
587,e,e,e,s,s,w,w,p,w,o,p,k
588,e,e,e,s,s,w,w,p,w,o,p,k
589,e,e,e,s,s,w,w,p,w,o,p,k
590,e,e,c,s,s,w,w,p,w,o,p,k
591,p,e,e,s,s,w,w,p,w,o,p,k
592,e,t,e,s,f,w,w,p,w,o,e,k
593,e,e,c,s,s,w,w,p,w,o,p,k
594,p,e,e,s,s,w,w,p,w,o,p,n
595,e,e,c,s,s,w,w,p,w,o,p,k
596,p,e,e,s,s,w,w,p,w,o,p,k
597,e,e,c,s,s,w,w,p,w,o,p,k
598,e,e,c,s,s,w,w,p,w,o,p,k
599,p,e,e,s,s,w,w,p,w,o,p,n
600,p,e,e,s,s,w,w,p,w,o,p,k
601,e,t,e,s,f,w,w,p,w,o,e,n
602,e,e,r,s,y,w,w,p,w,o,p,n
603,e,t,e,f,f,w,w,p,w,o,e,n
604,e,e,r,s,y,w,w,p,w,o,p,n
605,e,e,c,s,s,w,w,p,w,o,p,k
606,e,e,c,s,s,w,w,p,w,o,p,k
607,e,t,e,s,f,w,w,p,w,o,e,n
608,e,e,r,s,y,w,w,p,w,o,p,k
609,e,e,c,s,s,w,w,p,w,o,p,k
610,e,e,e,s,s,w,w,p,w,o,p,k
611,e,t,e,f,s,w,w,p,w,o,e,n
612,e,t,e,s,f,w,w,p,w,o,e,n
613,e,t,e,s,f,w,w,p,w,o,e,k
614,p,e,e,s,s,w,w,p,w,o,p,n
615,e,e,r,s,y,w,w,p,w,o,p,k
616,e,e,c,s,s,w,w,p,w,o,p,k
617,e,t,e,s,s,w,w,p,w,o,e,k
618,e,e,c,s,s,w,w,p,w,o,p,k
619,e,e,c,s,s,w,w,p,w,o,p,n
620,e,e,e,s,s,w,w,p,w,o,p,n
621,e,e,r,s,y,w,w,p,w,o,p,k
622,e,e,c,s,s,w,w,p,w,o,p,n
623,e,t,b,s,s,w,w,p,w,o,p,u
624,e,e,r,s,y,w,w,p,w,o,p,k
625,e,e,e,s,s,w,w,p,w,o,p,k
626,e,e,c,s,s,w,w,p,w,o,p,k
627,e,t,b,s,s,w,w,p,w,o,p,u
628,e,e,e,s,s,w,w,p,w,o,p,k
629,e,e,c,s,s,w,w,p,w,o,p,n
630,e,e,c,s,s,w,w,p,w,o,p,k
631,e,t,e,s,s,w,w,p,w,o,e,n
632,e,e,c,s,s,w,w,p,w,o,p,k
633,e,t,b,s,s,w,g,p,w,o,p,k
634,e,e,r,s,y,w,w,p,w,o,p,k
635,e,e,r,s,y,w,w,p,w,o,p,n
636,e,e,c,s,s,w,w,p,w,o,p,n
637,e,e,r,s,y,w,w,p,w,o,p,k
638,e,e,c,s,s,w,w,p,w,o,p,k
639,e,t,e,s,s,w,w,p,w,o,e,k
640,e,e,c,s,s,w,w,p,w,o,p,k
641,e,e,c,s,s,w,w,p,w,o,p,k
642,e,e,r,s,y,w,w,p,w,o,p,n
643,e,e,r,s,y,w,w,p,w,o,p,k
644,e,e,r,s,y,w,w,p,w,o,p,k
645,e,e,r,s,y,w,w,p,w,o,p,k
646,e,t,b,s,s,w,w,p,w,o,p,u
647,e,e,c,s,s,w,w,p,w,o,p,k
648,e,e,c,s,s,w,w,p,w,o,p,k
649,e,e,c,s,s,w,w,p,w,o,p,k
650,e,t,b,s,s,w,w,p,w,o,p,u
651,e,e,c,s,s,w,w,p,w,o,p,k
652,e,e,c,s,s,w,w,p,w,o,p,n
653,e,e,r,s,y,w,w,p,w,o,p,k
654,p,e,e,s,s,w,w,p,w,o,p,k
655,p,e,e,s,s,w,w,p,w,o,p,k
656,e,e,c,s,s,w,w,p,w,o,p,n
657,e,t,e,s,s,w,w,p,w,o,e,n
658,e,e,c,s,s,w,w,p,w,o,p,k
659,e,e,r,s,y,w,w,p,w,o,p,k
660,e,e,e,s,s,w,w,p,w,o,p,n
661,e,e,c,s,s,w,w,p,w,o,p,k
662,e,e,c,s,s,w,w,p,w,o,p,k
663,p,e,e,s,s,w,w,p,w,o,p,k
664,p,e,e,s,s,w,w,p,w,o,p,n
665,e,e,c,s,s,w,w,p,w,o,p,n
666,e,e,c,s,s,w,w,p,w,o,p,n
667,e,e,r,s,y,w,w,p,w,o,p,n
668,e,e,r,s,y,w,w,p,w,o,p,n
669,e,e,r,s,y,w,w,p,w,o,p,n
670,e,e,c,s,s,w,w,p,w,o,p,n
671,e,e,c,s,s,w,w,p,w,o,p,k
672,e,e,e,s,s,w,w,p,w,o,p,n
673,e,t,e,s,s,w,w,p,w,o,e,k
674,e,t,b,s,s,w,w,p,w,o,p,u
675,e,e,r,s,y,w,w,p,w,o,p,n
676,e,e,e,s,s,w,w,p,w,o,p,k
677,e,e,e,s,s,w,w,p,w,o,p,n
678,e,e,r,s,y,w,w,p,w,o,p,n
679,e,e,r,s,y,w,w,p,w,o,p,n
680,e,e,c,s,s,w,w,p,w,o,p,k
681,e,t,b,s,s,w,w,p,w,o,p,n
682,e,e,c,s,s,w,w,p,w,o,p,n
683,e,t,b,s,s,w,w,p,w,o,p,u
684,e,e,c,s,s,w,w,p,w,o,p,k
685,e,t,b,s,s,p,w,p,w,o,p,n
686,e,e,c,s,s,w,w,p,w,o,p,k
687,e,e,e,s,s,w,w,p,w,o,p,k
688,e,e,c,s,s,w,w,p,w,o,p,n
689,e,e,c,s,s,w,w,p,w,o,p,k
690,e,e,c,s,s,w,w,p,w,o,p,k
691,e,e,c,s,s,w,w,p,w,o,p,k
692,e,e,c,s,s,w,w,p,w,o,p,k
693,e,e,r,s,y,w,w,p,w,o,p,n
694,e,t,e,f,s,w,w,p,w,o,e,n
695,p,e,e,s,s,w,w,p,w,o,p,n
696,e,e,c,s,s,w,w,p,w,o,p,n
697,e,e,c,s,s,w,w,p,w,o,p,n
698,p,e,e,s,s,w,w,p,w,o,p,k
699,p,e,e,s,s,w,w,p,w,o,p,n
700,e,t,e,f,s,w,w,p,w,o,e,n
701,p,e,e,s,s,w,w,p,w,o,p,k
702,e,t,e,s,f,w,w,p,w,o,e,n
703,e,e,r,s,y,w,w,p,w,o,p,k
704,e,e,c,s,s,w,w,p,w,o,p,k
705,e,e,r,s,y,w,w,p,w,o,p,n
706,e,e,r,s,y,w,w,p,w,o,p,k
707,e,e,c,s,s,w,w,p,w,o,p,k
708,e,e,e,s,s,w,w,p,w,o,p,k
709,e,e,c,s,s,w,w,p,w,o,p,n
710,e,e,c,s,s,w,w,p,w,o,p,k
711,e,e,r,s,y,w,w,p,w,o,p,k
712,e,t,e,f,f,w,w,p,w,o,e,n
713,e,e,c,s,s,w,w,p,w,o,p,n
714,e,e,c,s,s,w,w,p,w,o,p,n
715,e,e,c,s,s,w,w,p,w,o,p,k
716,e,e,c,s,s,w,w,p,w,o,p,n
717,e,e,c,s,s,w,w,p,w,o,p,n
718,e,e,r,s,y,w,w,p,w,o,p,k
719,e,e,r,s,y,w,w,p,w,o,p,n
720,e,e,e,s,s,w,w,p,w,o,p,k
721,e,e,r,s,y,w,w,p,w,o,p,n
722,e,e,c,s,s,w,w,p,w,o,p,k
723,e,t,b,s,s,w,w,p,w,o,p,n
724,e,t,e,s,s,w,w,p,w,o,e,n
725,e,e,r,s,y,w,w,p,w,o,p,k
726,p,e,e,s,s,w,w,p,w,o,p,n
727,e,e,c,s,s,w,w,p,w,o,p,n
728,e,t,e,f,s,w,w,p,w,o,e,n
729,e,e,c,s,s,w,w,p,w,o,p,n
730,e,e,c,s,s,w,w,p,w,o,p,k
731,e,e,r,s,y,w,w,p,w,o,p,k
732,e,t,e,f,s,w,w,p,w,o,e,n
733,p,e,e,s,s,w,w,p,w,o,p,n
734,p,e,e,s,s,w,w,p,w,o,p,k
735,e,e,c,s,s,w,w,p,w,o,p,k
736,e,e,c,s,s,w,w,p,w,o,p,n
737,e,t,b,s,s,w,w,p,w,o,p,n
738,p,e,e,s,s,w,w,p,w,o,p,k
739,e,e,c,s,s,w,w,p,w,o,p,k
740,e,e,e,s,s,w,w,p,w,o,p,k
741,e,e,e,s,s,w,w,p,w,o,p,k
742,e,e,c,s,s,w,w,p,w,o,p,k
743,e,e,r,s,y,w,w,p,w,o,p,k
744,e,e,c,s,s,w,w,p,w,o,p,n
745,e,e,r,s,y,w,w,p,w,o,p,n
746,e,e,c,s,s,w,w,p,w,o,p,n
747,e,e,c,s,s,w,w,p,w,o,p,n
748,e,e,c,s,s,w,w,p,w,o,p,k
749,p,e,e,s,s,w,w,p,w,o,p,n
750,e,t,b,s,s,w,w,p,w,o,p,u
751,e,e,r,s,y,w,w,p,w,o,p,n
752,e,e,c,s,s,w,w,p,w,o,p,n
753,e,t,b,s,s,w,w,p,w,o,p,u
754,e,e,c,s,s,w,w,p,w,o,p,k
755,e,e,c,s,s,w,w,p,w,o,p,n
756,e,e,c,s,s,w,w,p,w,o,p,k
757,e,e,r,s,y,w,w,p,w,o,p,n
758,e,t,e,f,f,w,w,p,w,o,e,n
759,e,e,c,s,s,w,w,p,w,o,p,n
760,e,e,r,s,y,w,w,p,w,o,p,k
761,e,e,c,s,s,w,w,p,w,o,p,n
762,e,e,r,s,y,w,w,p,w,o,p,k
763,e,e,c,s,s,w,w,p,w,o,p,n
764,e,e,e,s,s,w,w,p,w,o,p,n
765,e,e,r,s,y,w,w,p,w,o,p,k
766,e,t,e,s,f,w,w,p,w,o,e,k
767,e,t,b,s,s,w,w,p,w,o,p,n
768,e,e,e,s,s,w,w,p,w,o,p,n
769,e,e,c,s,s,w,w,p,w,o,p,n
770,e,e,c,s,s,w,w,p,w,o,p,k
771,e,e,c,s,s,w,w,p,w,o,p,n
772,e,e,c,s,s,w,w,p,w,o,p,n
773,e,e,c,s,s,w,w,p,w,o,p,k
774,e,t,b,s,s,w,w,p,w,o,p,n
775,e,t,e,f,s,w,w,p,w,o,e,k
776,e,e,r,s,y,w,w,p,w,o,p,n
777,p,e,e,s,s,w,w,p,w,o,p,n
778,e,e,r,s,y,w,w,p,w,o,p,n
779,e,e,c,s,s,w,w,p,w,o,p,n
780,e,e,c,s,s,w,w,p,w,o,p,n
781,e,e,c,s,s,w,w,p,w,o,p,k
782,e,e,e,s,s,w,w,p,w,o,p,k
783,e,e,c,s,s,w,w,p,w,o,p,k
784,e,e,c,s,s,w,w,p,w,o,p,k
785,e,e,c,s,s,w,w,p,w,o,p,k
786,p,e,e,s,s,w,w,p,w,o,p,k
787,e,e,e,s,s,w,w,p,w,o,p,k
788,e,e,c,s,s,w,w,p,w,o,p,n
789,p,e,e,s,s,w,w,p,w,o,p,n
790,e,e,r,s,y,w,w,p,w,o,p,k
791,e,e,c,s,s,w,w,p,w,o,p,n
792,e,e,r,s,y,w,w,p,w,o,p,k
793,e,e,c,s,s,w,w,p,w,o,p,k
794,e,e,c,s,s,w,w,p,w,o,p,n
795,p,e,e,s,s,w,w,p,w,o,p,n
796,p,e,e,s,s,w,w,p,w,o,p,n
797,e,e,c,s,s,w,w,p,w,o,p,k
798,e,t,e,f,s,w,w,p,w,o,e,k
799,p,e,e,s,s,w,w,p,w,o,p,n
800,e,e,r,s,y,w,w,p,w,o,p,n
801,e,e,c,s,s,w,w,p,w,o,p,k
802,e,e,c,s,s,w,w,p,w,o,p,n
803,p,e,e,s,s,w,w,p,w,o,p,n
804,e,e,c,s,s,w,w,p,w,o,p,k
805,e,e,c,s,s,w,w,p,w,o,p,n
806,e,e,r,s,y,w,w,p,w,o,p,k
807,e,e,c,s,s,w,w,p,w,o,p,k
808,e,e,r,s,y,w,w,p,w,o,p,k
809,e,e,c,s,s,w,w,p,w,o,p,n
810,e,t,b,s,s,w,w,p,w,o,p,n
811,e,e,c,s,s,w,w,p,w,o,p,k
812,e,e,c,s,s,w,w,p,w,o,p,k
813,p,e,e,s,s,w,w,p,w,o,p,k
814,p,e,e,s,s,w,w,p,w,o,p,n
815,p,e,e,s,s,w,w,p,w,o,p,k
816,e,e,c,s,s,w,w,p,w,o,p,k
817,e,e,r,s,y,w,w,p,w,o,p,k
818,e,e,r,s,y,w,w,p,w,o,p,k
819,e,t,b,s,s,w,w,p,w,o,p,n
820,e,e,c,s,s,w,w,p,w,o,p,n
821,e,e,c,s,s,w,w,p,w,o,p,n
822,e,e,e,s,s,w,w,p,w,o,p,k
823,e,e,c,s,s,w,w,p,w,o,p,k
824,e,e,c,s,s,w,w,p,w,o,p,n
825,e,e,r,s,y,w,w,p,w,o,p,k
826,e,e,c,s,s,w,w,p,w,o,p,k
827,e,t,b,s,s,w,w,p,w,o,p,n
828,e,t,b,s,s,w,w,p,w,o,p,u
829,e,e,c,s,s,w,w,p,w,o,p,n
830,e,t,b,s,s,w,w,p,w,o,p,u
831,e,e,e,s,s,w,w,p,w,o,p,k
832,e,t,b,s,s,w,w,p,w,o,p,n
833,e,e,r,s,y,w,w,p,w,o,p,k
834,e,e,r,s,y,w,w,p,w,o,p,n
835,e,e,r,s,y,w,w,p,w,o,p,n
836,p,e,e,s,s,w,w,p,w,o,p,n
837,e,e,c,s,s,w,w,p,w,o,p,n
838,p,e,e,s,s,w,w,p,w,o,p,n
839,e,e,c,s,s,w,w,p,w,o,p,k
840,e,e,c,s,s,w,w,p,w,o,p,k
841,e,t,b,s,s,w,w,p,w,o,p,u
842,p,e,e,s,s,w,w,p,w,o,p,n
843,e,e,c,s,s,w,w,p,w,o,p,n
844,e,e,e,s,s,w,w,p,w,o,p,k
845,e,e,c,s,s,w,w,p,w,o,p,k
846,e,t,e,s,f,w,w,p,w,o,e,n
847,e,e,c,s,s,w,w,p,w,o,p,n
848,e,e,c,s,s,w,w,p,w,o,p,n
849,e,e,c,s,s,w,w,p,w,o,p,n
850,e,t,b,s,s,w,w,p,w,o,p,u
851,e,e,c,s,s,w,w,p,w,o,p,n
852,e,e,r,s,y,w,w,p,w,o,p,k
853,e,e,e,s,s,w,w,p,w,o,p,n
854,e,t,e,f,s,w,w,p,w,o,e,n
855,e,e,e,s,s,w,w,p,w,o,p,k
856,e,e,r,s,y,w,w,p,w,o,p,k
857,e,t,b,s,s,w,w,p,w,o,p,u
858,e,e,c,s,s,w,w,p,w,o,p,n
859,e,e,c,s,s,w,w,p,w,o,p,k
860,p,e,e,s,s,w,w,p,w,o,p,k
861,e,e,r,s,y,w,w,p,w,o,p,n
862,e,e,c,s,s,w,w,p,w,o,p,n
863,e,e,r,s,y,w,w,p,w,o,p,n
864,e,e,c,s,s,w,w,p,w,o,p,n
865,e,e,c,s,s,w,w,p,w,o,p,n
866,e,e,c,s,s,w,w,p,w,o,p,k
867,e,e,e,s,s,w,w,p,w,o,p,n
868,e,e,r,s,y,w,w,p,w,o,p,n
869,e,e,e,s,s,w,w,p,w,o,p,n
870,e,e,c,s,s,w,w,p,w,o,p,n
871,e,e,r,s,y,w,w,p,w,o,p,k
872,e,e,c,s,s,w,w,p,w,o,p,n
873,e,e,c,s,s,w,w,p,w,o,p,n
874,e,t,b,s,s,g,w,p,w,o,p,k
875,e,e,c,s,s,w,w,p,w,o,p,n
876,e,e,r,s,y,w,w,p,w,o,p,n
877,e,e,c,s,s,w,w,p,w,o,p,n
878,e,e,c,s,s,w,w,p,w,o,p,k
879,e,e,r,s,y,w,w,p,w,o,p,n
880,e,e,c,s,s,w,w,p,w,o,p,n
881,e,t,b,s,s,w,w,p,w,o,p,n
882,e,t,e,s,f,w,w,p,w,o,e,n
883,e,e,c,s,s,w,w,p,w,o,p,k
884,e,e,c,s,s,w,w,p,w,o,p,k
885,e,e,r,s,y,w,w,p,w,o,p,k
886,e,t,b,s,s,w,w,p,w,o,p,u
887,e,e,c,s,s,w,w,p,w,o,p,n
888,e,e,r,s,y,w,w,p,w,o,p,n
889,e,e,r,s,y,w,w,p,w,o,p,k
890,e,e,c,s,s,w,w,p,w,o,p,n
891,e,t,b,s,s,g,p,p,w,o,p,n
892,e,e,r,s,y,w,w,p,w,o,p,k
893,e,e,c,s,s,w,w,p,w,o,p,k
894,e,e,c,s,s,w,w,p,w,o,p,n
895,e,e,c,s,s,w,w,p,w,o,p,n
896,e,e,r,s,y,w,w,p,w,o,p,n
897,e,e,c,s,s,w,w,p,w,o,p,k
898,e,e,c,s,s,w,w,p,w,o,p,k
899,e,e,c,s,s,w,w,p,w,o,p,k
900,e,e,c,s,s,w,w,p,w,o,p,k
901,e,e,r,s,y,w,w,p,w,o,p,k
902,e,t,e,f,f,w,w,p,w,o,e,n
903,e,t,e,f,f,w,w,p,w,o,e,k
904,e,t,e,f,s,w,w,p,w,o,e,n
905,e,e,c,s,s,w,w,p,w,o,p,n
906,e,t,e,f,s,w,w,p,w,o,e,k
907,p,e,e,s,s,w,w,p,w,o,p,k
908,e,t,e,f,f,w,w,p,w,o,e,n
909,p,e,e,s,s,w,w,p,w,o,p,n
910,p,e,e,s,s,w,w,p,w,o,p,n
911,e,e,c,s,s,w,w,p,w,o,p,k
912,e,t,e,f,f,w,w,p,w,o,e,k
913,e,e,c,s,s,w,w,p,w,o,p,k
914,e,t,e,s,s,w,w,p,w,o,e,k
915,e,t,e,s,s,w,w,p,w,o,e,k
916,e,e,c,s,s,w,w,p,w,o,p,n
917,e,e,c,s,s,w,w,p,w,o,p,n
918,e,t,b,s,s,g,w,p,w,o,p,n
919,e,t,e,f,f,w,w,p,w,o,e,n
920,e,t,e,s,f,w,w,p,w,o,e,k
921,e,t,e,f,s,w,w,p,w,o,e,k
922,e,t,e,f,f,w,w,p,w,o,e,n
923,e,e,c,s,s,w,w,p,w,o,p,k
924,e,t,b,s,s,w,w,p,w,o,p,u
925,e,t,e,f,s,w,w,p,w,o,e,n
926,e,t,e,f,s,w,w,p,w,o,e,n
927,e,t,e,f,s,w,w,p,w,o,e,k
928,p,e,e,s,s,w,w,p,w,o,p,k
929,e,e,e,s,s,w,w,p,w,o,p,n
930,e,e,c,s,s,w,w,p,w,o,p,n
931,e,t,e,s,s,w,w,p,w,o,e,k
932,e,t,e,s,f,w,w,p,w,o,e,n
933,p,e,e,s,s,w,w,p,w,o,p,n
934,e,e,c,s,s,w,w,p,w,o,p,n
935,e,e,e,s,s,w,w,p,w,o,p,k
936,e,t,e,s,f,w,w,p,w,o,e,k
937,e,e,c,s,s,w,w,p,w,o,p,k
938,e,t,e,s,s,w,w,p,w,o,e,k
939,e,t,e,f,s,w,w,p,w,o,e,k
940,e,t,b,s,s,g,p,p,w,o,p,n
941,e,e,c,s,s,w,w,p,w,o,p,n
942,e,t,e,f,f,w,w,p,w,o,e,k
943,p,e,e,s,s,w,w,p,w,o,p,n
944,e,t,e,s,s,w,w,p,w,o,e,n
945,e,t,b,s,s,w,g,p,w,o,p,n
946,e,t,e,f,f,w,w,p,w,o,e,n
947,e,t,e,f,f,w,w,p,w,o,e,k
948,e,e,c,s,s,w,w,p,w,o,p,k
949,e,t,e,f,s,w,w,p,w,o,e,k
950,p,e,e,s,s,w,w,p,w,o,p,n
951,p,e,e,s,s,w,w,p,w,o,p,n
952,e,e,c,s,s,w,w,p,w,o,p,k
953,e,t,e,s,f,w,w,p,w,o,e,n
954,e,t,e,s,f,w,w,p,w,o,e,n
955,e,t,e,f,s,w,w,p,w,o,e,n
956,e,e,c,s,s,w,w,p,w,o,p,k
957,p,e,e,s,s,w,w,p,w,o,p,k
958,e,t,b,s,s,p,p,p,w,o,p,k
959,e,t,b,s,s,w,w,p,w,o,p,u
960,e,e,c,s,s,w,w,p,w,o,p,n
961,e,t,e,f,f,w,w,p,w,o,e,k
962,e,t,e,f,s,w,w,p,w,o,e,k
963,e,t,b,s,s,g,p,p,w,o,p,k
964,e,t,b,s,s,p,g,p,w,o,p,n
965,e,t,e,f,f,w,w,p,w,o,e,k
966,e,t,e,s,s,w,w,p,w,o,e,k
967,p,e,e,s,s,w,w,p,w,o,p,k
968,e,t,b,s,s,w,p,p,w,o,p,k
969,e,t,e,f,f,w,w,p,w,o,e,k
970,e,t,e,s,f,w,w,p,w,o,e,k
971,e,t,e,f,s,w,w,p,w,o,e,n
972,e,t,b,s,s,p,w,p,w,o,p,k
973,e,t,b,s,s,p,w,p,w,o,p,k
974,e,t,e,s,f,w,w,p,w,o,e,k
975,e,t,b,s,s,p,w,p,w,o,p,k
976,e,t,e,f,f,w,w,p,w,o,e,k
977,e,e,c,s,s,w,w,p,w,o,p,k
978,e,t,b,s,s,p,p,p,w,o,p,k
979,e,e,c,s,s,w,w,p,w,o,p,n
980,e,t,e,f,f,w,w,p,w,o,e,k
981,e,t,b,s,s,p,p,p,w,o,p,n
982,e,e,c,s,s,w,w,p,w,o,p,k
983,e,t,e,s,s,w,w,p,w,o,e,k
984,e,t,e,s,s,w,w,p,w,o,e,n
985,p,e,e,s,s,w,w,p,w,o,p,k
986,e,t,e,f,f,w,w,p,w,o,e,n
987,e,t,e,f,s,w,w,p,w,o,e,k
988,e,t,e,s,f,w,w,p,w,o,e,n
989,e,t,e,s,f,w,w,p,w,o,e,k
990,e,e,c,s,s,w,w,p,w,o,p,n
991,e,e,c,s,s,w,w,p,w,o,p,k
992,e,t,e,s,f,w,w,p,w,o,e,k
993,e,t,e,f,s,w,w,p,w,o,e,n
994,e,e,e,s,s,w,w,p,w,o,p,k
995,e,t,e,s,f,w,w,p,w,o,e,k
996,e,t,e,f,f,w,w,p,w,o,e,k
997,e,e,c,s,s,w,w,p,w,o,p,n
998,e,t,b,s,s,w,w,p,w,o,p,u
999,e,e,c,s,s,w,w,p,w,o,p,n
1000,p,e,e,s,s,w,w,p,w,o,p,k
1001,e,t,b,s,s,p,p,p,w,o,p,k
1002,e,e,r,s,y,w,w,p,w,o,p,n
1003,e,t,e,s,s,w,w,p,w,o,e,n
1004,p,e,e,s,s,w,w,p,w,o,p,k
1005,e,e,r,s,y,w,w,p,w,o,p,n
1006,e,t,e,s,f,w,w,p,w,o,e,n
1007,e,t,e,f,s,w,w,p,w,o,e,n
1008,e,t,e,f,s,w,w,p,w,o,e,n
1009,e,t,e,s,s,w,w,p,w,o,e,n
1010,e,e,c,s,s,w,w,p,w,o,p,n
1011,e,e,c,s,s,w,w,p,w,o,p,n
1012,e,t,e,s,s,w,w,p,w,o,e,k
1013,e,e,r,s,y,w,w,p,w,o,p,n
1014,e,t,e,s,f,w,w,p,w,o,e,k
1015,e,t,e,f,f,w,w,p,w,o,e,k
1016,e,t,b,s,s,w,w,p,w,o,p,u
1017,e,e,r,s,y,w,w,p,w,o,p,n
1018,e,t,b,s,s,p,w,p,w,o,p,n
1019,p,e,e,s,s,w,w,p,w,o,p,n
1020,e,t,b,s,s,w,p,p,w,o,p,k
1021,e,t,e,f,f,w,w,p,w,o,e,n
1022,e,e,c,s,s,w,w,p,w,o,p,k
1023,e,e,c,s,s,w,w,p,w,o,p,k
1024,e,e,c,s,s,w,w,p,w,o,p,n
1025,p,e,e,s,s,w,w,p,w,o,p,k
1026,p,e,e,s,s,w,w,p,w,o,p,n
1027,e,e,e,s,s,w,w,p,w,o,p,n
1028,e,t,b,s,s,w,w,p,w,o,p,u
1029,e,e,c,s,s,w,w,p,w,o,p,k
1030,e,t,e,s,s,w,w,p,w,o,e,k
1031,e,t,b,s,s,g,g,p,w,o,p,n
1032,p,e,e,s,s,w,w,p,w,o,p,k
1033,e,t,e,s,f,w,w,p,w,o,e,n
1034,e,t,e,s,f,w,w,p,w,o,e,n
1035,e,t,e,s,s,w,w,p,w,o,e,n
1036,e,t,e,f,f,w,w,p,w,o,e,k
1037,e,e,c,s,s,w,w,p,w,o,p,k
1038,e,t,b,s,s,w,w,p,w,o,p,n
1039,e,e,e,s,s,w,w,p,w,o,p,k
1040,p,e,e,s,s,w,w,p,w,o,p,k
1041,e,e,r,s,y,w,w,p,w,o,p,n
1042,e,e,r,s,y,w,w,p,w,o,p,k
1043,e,t,e,s,s,w,w,p,w,o,e,k
1044,e,t,b,s,s,g,g,p,w,o,p,n
1045,e,t,e,f,f,w,w,p,w,o,e,n
1046,e,e,c,s,s,w,w,p,w,o,p,n
1047,e,t,e,s,f,w,w,p,w,o,e,n
1048,p,e,e,s,s,w,w,p,w,o,p,n
1049,e,t,b,s,s,g,w,p,w,o,p,k
1050,e,t,e,f,f,w,w,p,w,o,e,k
1051,e,t,b,s,s,w,w,p,w,o,p,k
1052,e,t,b,s,s,g,g,p,w,o,p,k
1053,e,t,e,s,f,w,w,p,w,o,e,n
1054,e,e,r,s,y,w,w,p,w,o,p,n
1055,e,t,e,f,s,w,w,p,w,o,e,k
1056,e,e,c,s,s,w,w,p,w,o,p,k
1057,e,t,b,s,s,w,w,p,w,o,p,n
1058,e,t,e,s,f,w,w,p,w,o,e,n
1059,e,e,c,s,s,w,w,p,w,o,p,k
1060,e,t,e,s,s,w,w,p,w,o,e,n
1061,e,t,e,s,f,w,w,p,w,o,e,n
1062,e,t,b,s,s,w,w,p,w,o,p,n
1063,e,t,e,f,s,w,w,p,w,o,e,n
